uid,area,titulo,promesa,avance_total,coherencia,,,boletin,titulo_proyecto,link,1° tramite,veto,insistencia,2°-3° tramite,comision_mixta,tribunal_constitucional,aprobacion_presidencial,promulgado,rechazado/retirado,nombre_avance,avance,simple,suma,inmediata,total_urgencias,marginal,parcial_minima,parcial_alta,total,escala_de_coherencia,justificacion_avance,justificacion_nota,ja_porque,jn_porque,
1,Trabajo y Prevision social,Estatuto del Temporero,"Enviaremos al Congreso un proyecto de ley que contenga el Estatuto del Temporero y la Actividad Agrícola de Temporada, que consagre protección a estos trabajadores y trabajadoras",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
40,Trabajo y Prevision social,Modernización del SENCE,"Para enfrentar el conjunto de programas y desafíos descritos se requiere implementar un importante proceso de modernización y fortalecimiento del SENCE. Separaremos las funciones de fiscalización, de administración y de los recursos asignados a la capacitación laboral",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
84,Trabajo y Prevision social,Sistema tripartito de financiamiento de salas cuna,"En nuestro país el peso del cuidado de los hijos cuyos padres trabajan recae sólo en las mujeres. Para evitar esta discriminación negativa eliminaremos el artículo 203 del Código del Trabajo que impone tener una sala cuna en las empresas con 20 ó más mujeres. Para cubrir los costos de las salas cunas, crearemos un fondo solidario - constituido con aportes de trabajadores, empleadores y del Estado- que financiará un sistema universal de cuidado infantil y estimulación temprana para todos los hijos e hijas de trabajadores y trabajadoras",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
93,Trabajo y Prevision social,Eliminación del uso de multirut,"Como primer paso terminaremos a la brevedad con el uso artificioso del multirut o razones sociales para efectos laborales, lo que se ha traducido en limitaciones al ejercicio de derechos laborales básicos de los trabajadores como los de sindicalización y de negociación colectiva. Enviaremos una indicación al actual proyecto que se encuentra en el Congreso",100%,4,,,4456-13,Establece un nuevo concepto de empresa,https://www.camara.cl/pley/pley_detalle.aspx?prmID=4867&prmBoletin=4456-13,,,,,,,,1,,Promulgado,1,,3,,3,,,,1,4,,El proyecto regula el multirut de las empresas,El proyecto de ley asociado se encuentra despachado y es Ley de la República,El proyecto de ley es totalmente coherente con la promesa realizada,
94,Trabajo y Prevision social,Fortalecimiento de sindicatos y negociación colectiva,Debemos fortalecer los sindicatos y realizar un conjunto de modificaciones a la negociación colectiva que permita ampliar la cobertura de trabajadores que pueden ejercer este derecho,70%,4,,,9835-13,"Moderniza el sistema de relaciones labores, introduciendo  modificaciones  al Código del Trabajo. ",https://www.camara.cl/pley/pley_detalle.aspx?prmID=10248&prmBoletin=9835-13,,,,1,,,,,,Segundo Tramite,"0,7",9,4,,13,,,,1,4,,"El proyecto realiza diversas modificaciones tales como: ampliación de la cobertura de la negociación colectiva a trabajadores que hoy están excluidos de ejercer este derecho, simplificación del procedimiento de negociación colectiva reglada, ampliación de materias de la negociación colectiva, equilibrio de las partes en el proceso negociador en relación al derecho a huelga, entre otras.",El proyecto de ley asociado se encuentra en segundo trámite constitucional,El proyecto de ley es totalmente coherente con la promesa realizada,
109,Trabajo y Prevision social,Eliminar discriminación contra cooperativas,"Eliminaremos las diversas formas de discriminación que afectan la constitución y el funcionamiento de las cooperativas, las cuales hoy agrupan a más de un millón de chilenas y chilenos",100%,4,,,8132-26,"Modifica el Decreto con Fuerza de Ley N° 5, de 2003, del Ministerio de Economía, Fomento y Reconstrucción, que fija el texto refundido, coordinado y sistematizado de la Ley General de Cooperativas.",https://www.camara.cl/pley/pley_detalle.aspx?prmID=8530&prmBoletin=8132-26,,,,,,,,1,,Promulgado,1,11,,,11,,,,1,4,,"Se propone, entre otras medidas, flexibilizar los requisitos necesarios para la constitución de las cooperativas y fortalecer su capacidad de gestión preservando su carácter participativo.",El proyecto de ley asociado se encuentra despachado y es Ley de la República,El proyecto de ley es totalmente coherente con la promesa realizada,
116,Trabajo y Prevision social,Perfeccionamiento al Seguro de Cesantía,Impulsaremos un conjunto de perfeccionamientos al Seguro de Cesantía,100%,4,,,9126-13,Modifica el Seguro de Cesantía de la ley N° 19.728.,https://www.camara.cl/pley/pley_detalle.aspx?prmID=9537&prmBoletin=9126-13,,,,,,,,1,,Promulgado,1,,2,,2,,,,1,4,,Ver ley 20.829: http://www.leychile.cl/Navegar?idLey=20829&tipoVersion=0,El proyecto de ley asociado se encuentra despachado y es Ley de la República,El proyecto de ley es totalmente coherente con la promesa realizada,
121,Trabajo y Prevision social,Reformas para favorecer financiamiento de MYPEs,Impulsaremos reformas para favorecer el financiamiento de las MYPE. La actual legislación bancaria plantea restricciones de capital demasiado elevadas para que surjan bancos de nicho que puedan focalizar su acción en las empresas más pequeñas,100%,4,,,9520-05,"Faculta al Ministro de Hacienda, para realizar aporte extraordinario de capital, al Banco Estado de Chile y, amplía el Fondo de Garantía para Pequeños Empresarios.",https://www.camara.cl/pley/pley_detalle.aspx?prmID=9943&prmBoletin=9520-05,,,,,,,,1,,Promulgado,1,,2,,2,,,,1,4,,"El proyecto propone una capitalización al Banco Estado con el objeto de expandir de manera significativa los créditos, ampliar la capacidad operativa del FOGAPE (Fondo de Garantía para Pequeños Empresarios) y una ampliación transitoria de la cobertura del FOGAPE.",El proyecto de ley asociado se encuentra despachado y es Ley de la República,El proyecto de ley es totalmente coherente con la promesa realizada,
148,Trabajo y Prevision social,Creación de AFP estatal,"En los primeros 100 días de Gobierno se enviará al Congreso un proyecto de ley que crea una AFP estatal, que permita mayor competencia de precios, la atención preferente de grupos de la población de menor interés para las AFP existentes, como los trabajadores independientes, de menores rentas y quienes laboran en zonas apartadas de los grandes centros urbanos",40%,4,,,9399-13,Crea una Administradora de Fondos de Pensiones del Estado.,https://www.camara.cl/pley/pley_detalle.aspx?prmID=9810&prmBoletin=9399-13,1,,,,,,,,,Primer Tramite,"0,4",2,,,2,,,,1,4,,"El proyecto crea una AFP estatal con el objeto de aumentar la cobertura en materia de pensiones de los trabajadores de menores rentas, trabajadores independientes y trabajadores de zonas geográficas alejadas de centros urbanos, así como introducir mayor competencia en el Sistema de las AFP.",El proyecto de ley asociado se encuentra en primer trámite constitucional,El proyecto de ley es totalmente coherente con la promesa realizada,
149,Trabajo y Prevision social,Fortalecimiento de mecanismos de ahorro previsional voluntario,Fortaleceremos los mecanismos de ahorro previsional voluntario para generar una cobertura más amplia de la clase media y de menores ingresos,0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
164,Trabajo y Prevision social,Ratificación de compromisos internacionales en materia de trabajo doméstico,"Respecto a las condiciones laborales de los trabajadores de casa particular, que es un grupo especialmente desprotegido y de bajos ingresos, avanzaremos en la ratificación de los compromisos internacionales sobre trabajo decente para trabajadores y trabajadoras domésticas y así otorgar valor y dignidad a la importante función que cumplen estas personas en nuestra sociedad",100%,4,,,9560-10,"Acuerdo que aprueba el Convenio 189, Sobre el Trabajo Decente para las Trabajadoras y los Trabajadores Domésticos, adoptado por la Organización Internacional del Trabajo, el 16 de junio de 2011",https://www.camara.cl/pley/pley_detalle.aspx?prmID=9975&prmBoletin=9560-10,,,,,,,,1,,Promulgado,1,2,1,,3,,,,1,4,,"El proyecto propone la aprobación del Convenio 189, Sobre el Trabajo Decente para las Trabajadoras y los Trabajadores Domésticos, de la OIT.",El proyecto de ley asociado se encuentra despachado y es Ley de la República,El proyecto de ley es totalmente coherente con la promesa realizada,
165,Trabajo y Prevision social,Modernización de la Dirección del Trabajo,"Impulsaremos el rediseño institucional y modernización de la Dirección del Trabajo, dotándola de mayores atribuciones, mejorando sus capacidades técnicas e identificando funciones claves en su organización interna, potenciando la especialización en temas de género",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
108,Transporte y Telecomunicaciones,Modificación del régimen de concesiones en telecomunicaciones,"Adicionalmente, modificaremos el régimen de concesiones para que se pueda prestar múltiples servicios a través de una misma red",40%,4,,,9541-15,"Modifica la ley N° 18.168, General de Telecomunicaciones, en materia de concesiones sobre el espectro radioeléctrico, permitiendo el desarrollo de un mercado secundario ",https://www.camara.cl/pley/pley_detalle.aspx?prmID=9961&prmBoletin=9541-15,1,,,,,,,,,Primer Tramite,"0,4",5,,,5,,,,1,4,,"El proyecto busca permitir que el espectro radioeléctrico que se encuentre subutilizado, pueda ser ofrecido a demás concesionarias o empresas que requieran aumentar su capacidad espectral, durante la vigencia de las autorizaciones dadas previamente por el Estado, para  extender la cobertura geográfica de los servicios y mejorar la calidad de los mismos.",El proyecto de ley asociado se encuentra en primer trámite constitucional,El proyecto de ley es totalmente coherente con la promesa realizada,
112,Transporte y Telecomunicaciones,Fortalecimiento de atribuciones fiscalizadoras en materia de telecomunicaciones,"Reforzaremos las facultades de los organismos fiscalizadores, aumentando el personal destinado a estas labores y estudiaremos modificaciones de ley para endurecer las multas y simplificar el proceso de cargos ante un deficiente servicio. Impondremos estándares internacionales que permitan implementar normativas técnicas a los servicios de telecomunicaciones, acordes con nuestro grado de desarrollo",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
113,Transporte y Telecomunicaciones,Normativa para mejorar acceso de internet y banda ancha a la población,"Para el acceso a Internet y a banda ancha estableceremos una normativa que permita un amplio acceso de la población, con obligaciones expresas para las empresas, entre otras, de servicio en su zona de concesión, atención de usuarios y cumplimiento de normativas técnicas",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
114,Transporte y Telecomunicaciones,Modificación del régimen tarifario en telecomunicaciones,"En materia de competencia en la industria de las telecomunicaciones, modificaremos el régimen tarifario vigente, concentrado exclusivamente en los servicios públicos de telefonía para que, con previo pronunciamiento del Tribunal de Defensa de la Libre Competencia, se puedan fijar otras tarifas destinadas a público final o a otros proveedores de telecomunicaciones, entre ellas las de acceso a internet. Estableceremos un organismo independiente y colegiado que resuelva divergencias que se presenten entre las partes en el proceso de fijación de tarifas",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
166,Transporte y Telecomunicaciones,Creación de la Autoridad Metropolitana de Transportes en cada área metropolitana,"Por otro lado, en cuanto a la gestión de los sistemas de transporte en las ciudades, crearemos la Autoridad Metropolitana de Transportes para cada área metropolitana",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
4,Vivienda y Urbanismo,Normativa que obligue a constructoras a entregar información de construcción,"Como una medida de protección a la clase media y sectores vulnerables, estableceremos una normativa que obligue a las empresas constructoras, a entregar a cada condominio el conjunto de especificaciones técnicas, los planos, el listado de proveedores y los subcontratistas de especialidades del inmueble vendido",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
11,Vivienda y Urbanismo,Ministerio de Bienes Nacionales proveerá terrenos para proyectos de distintos Ministerios,"El Ministerio de Bienes Nacionales contará con nuevas competencias, recursos e instrumentos legales que le permitirán proveer de terrenos para proyectos de los distintos ministerios",0%,1,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,No se conocen proyectos de ley asociados a esta promesa,No se conocen proyectos de ley asociados a esta promesa,
42,Vivienda y Urbanismo,Establecimiento de normas y procedimientos para proyectos de infraestructura de escala mayor,"Para proyectos inmobiliarios y de infraestructura de escala mayor estableceremos las normas y procedimientos para que estén obligados a resolver su impacto urbano y no solo su impacto vial, como hoy",70%,4,,,8493-14,"Modifica la Ley General de Urbanismo y Construcciones y leyes complementarias, para establecer un sistema de aportes al espacio público aplicable a los proyectos de construcción.",https://www.camara.cl/pley/pley_detalle.aspx?prmID=8894&prmBoletin=8493-14,,,,1,,,,,,Segundo Tramite,"0,7",,,,0,,,,1,4,,El proyecto de ley establece sistemas de compensación al impacto que generan grandes proyectos a nivel de movilidad y espacios públicos.,El proyecto de ley asociado se encuentra en segundo trámite constitucional,El proyecto de ley es totalmente coherente con la promesa realizada,
,,,,40%,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
